Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
1602288000.0,2020-10-10,BTCUSD,11052,11496.06,11052,11301.2,3270.37,37090500.87
1602201600.0,2020-10-09,BTCUSD,10925.2,11118.49,10826.4,11052,5355.34,58978316.71
1602115200.0,2020-10-08,BTCUSD,10669.14,10957,10535.06,10925.2,6969.04,75109562.94
1602028800.0,2020-10-07,BTCUSD,10606.33,10682.56,10547.71,10669.14,5560.25,59068239.87
1601942400.0,2020-10-06,BTCUSD,10795,10801.86,10525,10606.33,4800.7,51103858.73
1601856000.0,2020-10-05,BTCUSD,10669.63,10805.82,10620.71,10795,3618.02,38756784.1
1601769600.0,2020-10-04,BTCUSD,10553.66,10699.88,10524.81,10669.63,1057.78,11238120.45
1601683200.0,2020-10-03,BTCUSD,10578.54,10605.79,10500,10553.66,1134.8,11975845.62
1601596800.0,2020-10-02,BTCUSD,10622.71,10667.53,10380,10578.54,8333.46,87627773.65
1601510400.0,2020-10-01,BTCUSD,10778.22,10940.22,10437.08,10622.71,8678.35,92766078.67
1601424000.0,2020-09-30,BTCUSD,10836.42,10847.5,10658.56,10778.22,4304.62,46247317.6
1601337600.0,2020-09-29,BTCUSD,10689.48,10865,10636.66,10836.42,4029.39,43240291.78
1601251200.0,2020-09-28,BTCUSD,10780.66,10950,10628.52,10689.48,4991.57,54261165.88
1601164800.0,2020-09-27,BTCUSD,10729.09,10807.14,10593.58,10780.66,2286.86,24496017.09
1601078400.0,2020-09-26,BTCUSD,10689.81,10830,10655.29,10729.09,2550.32,27347735.93
1600992000.0,2020-09-25,BTCUSD,10744.02,10762.65,10553.14,10689.81,6346.72,67663104.89
1600905600.0,2020-09-24,BTCUSD,10233.42,10795.53,10193.2,10744.02,6703.92,70427765.15
1600819200.0,2020-09-23,BTCUSD,10534.31,10541.39,10138.3,10233.42,5711.36,59279113.12
1600732800.0,2020-09-22,BTCUSD,10411.29,10573.05,10353.39,10534.31,4800.6,50241913.21
1600646400.0,2020-09-21,BTCUSD,10923.5,10996.98,10286.56,10411.29,9948.02,105170547.94
1600560000.0,2020-09-20,BTCUSD,11077.22,11079.25,10755.9,10923.5,3250.02,35438004.62
1600473600.0,2020-09-19,BTCUSD,10931.2,11183.01,10890.53,11077.22,2253.35,24883441.33
1600387200.0,2020-09-18,BTCUSD,10940.47,11040.18,10816.54,10931.2,4398.92,48037947.48
1600300800.0,2020-09-17,BTCUSD,10951.54,11054,10739.23,10940.47,5525.72,60068052.25
1600214400.0,2020-09-16,BTCUSD,10783.83,11100,10662.81,10951.54,8300.24,90789916.42
1600128000.0,2020-09-15,BTCUSD,10675.15,10940.01,10611.17,10783.83,6456.66,69707532.15
1600041600.0,2020-09-14,BTCUSD,10334.78,10765.03,10250.13,10675.15,7325.23,77266025.82
1599955200.0,2020-09-13,BTCUSD,10443.33,10576.78,10214.9,10334.78,4325.11,44764868.74
1599868800.0,2020-09-12,BTCUSD,10393.04,10482.42,10275,10443.33,2509.24,26026019.88
1599782400.0,2020-09-11,BTCUSD,10342.59,10409.44,10200.5,10393.04,5245.74,54033653.85
1599696000.0,2020-09-10,BTCUSD,10232.8,10495.75,10220,10342.59,10223.19,105719876.58
1599609600.0,2020-09-09,BTCUSD,10123.96,10353.39,9981.38,10232.8,5872.22,59881808.62
1599523200.0,2020-09-08,BTCUSD,10377.14,10446.18,9825.07,10123.96,10560.87,106644193.93
1599436800.0,2020-09-07,BTCUSD,10260.17,10415.66,9880,10377.14,8725.09,88189272.89
1599350400.0,2020-09-06,BTCUSD,10167.19,10353.39,10000,10260.17,5121.25,52194906.94
1599264000.0,2020-09-05,BTCUSD,10456.32,10567.9,9850,10167.19,12165.47,124026091.02
1599177600.0,2020-09-04,BTCUSD,10160,10646.75,9902.43,10456.32,17415.36,180567453.37
1599091200.0,2020-09-03,BTCUSD,11398.44,11477.35,9987.86,10160,18554.73,199600735.77
1599004800.0,2020-09-02,BTCUSD,11923.96,11956.45,11155.32,11398.44,13056.07,149589893.22
1598918400.0,2020-09-01,BTCUSD,11655,12065.82,11515,11923.96,7960.82,94697974.81
1598832000.0,2020-08-31,BTCUSD,11708.97,11780,11573.39,11655,4534.22,52999207.96
1598745600.0,2020-08-30,BTCUSD,11471.71,11715.69,11458.62,11708.97,2328.66,27068361.45
1598659200.0,2020-08-29,BTCUSD,11536.58,11592,11423.64,11471.71,2095.94,24123105.95
1598572800.0,2020-08-28,BTCUSD,11330,11555.61,11277.95,11536.58,6046.5,69254870.55
1598486400.0,2020-08-27,BTCUSD,11469.3,11602.92,11122.72,11330,7796.16,88467523.2
1598400000.0,2020-08-26,BTCUSD,11328.88,11549.8,11250.14,11469.3,4272.58,48632097.8
1598313600.0,2020-08-25,BTCUSD,11761.8,11772.22,11112.75,11328.88,7073.69,80762613.33
1598227200.0,2020-08-24,BTCUSD,11644.65,11832.55,11588.61,11761.8,2887.06,33911948.54
1598140800.0,2020-08-23,BTCUSD,11667.7,11715.09,11524.7,11644.65,1632.87,18977422.92
1598054400.0,2020-08-22,BTCUSD,11531.74,11694.02,11367,11667.7,3401.42,39269409.68
1597968000.0,2020-08-21,BTCUSD,11859.37,11887.67,11485.49,11531.74,6391.18,74905546.02
1597881600.0,2020-08-20,BTCUSD,11757.55,11894.12,11675.29,11859.37,4191.76,49473772.45
1597795200.0,2020-08-19,BTCUSD,11958.1,12022.18,11574.4,11757.55,9401.5,110701736.98
1597708800.0,2020-08-18,BTCUSD,12298.38,12408.53,11823,11958.1,8818.19,106555723.86
1597622400.0,2020-08-17,BTCUSD,11914.02,12473,11771.44,12298.38,9778.33,118965074.54
1597536000.0,2020-08-16,BTCUSD,11852.2,11938.55,11685.97,11914.02,2494.17,29525249.63
1597449600.0,2020-08-15,BTCUSD,11779.77,11986.93,11667.7,11852.2,3983.18,47294347.31
1597363200.0,2020-08-14,BTCUSD,11793.26,11862,11652.01,11779.77,5526.8,64934759.24
1597276800.0,2020-08-13,BTCUSD,11565.35,11806.61,11270.91,11793.26,6839.55,78891169.32
1597190400.0,2020-08-12,BTCUSD,11392.64,11625,11150,11565.35,5668.6,64989838.17
1597104000.0,2020-08-11,BTCUSD,11895.12,11945.05,11130,11392.64,10470.69,120956546.54
1597017600.0,2020-08-10,BTCUSD,11683.03,12080,11510,11895.12,7701.73,91514254.01
1596931200.0,2020-08-09,BTCUSD,11776.9,11808.28,11527.92,11683.03,2649.49,30909847.9
1596844800.0,2020-08-08,BTCUSD,11600.85,11817.95,11527,11776.9,3983.75,46582799.67
1596758400.0,2020-08-07,BTCUSD,11770.08,11920,11219,11600.85,10503.36,122342727.37
1596672000.0,2020-08-06,BTCUSD,11755.24,11913.5,11575.57,11770.08,9855.99,115864299.62
1596585600.0,2020-08-05,BTCUSD,11192.42,11795.86,11094.35,11755.24,7514.79,86847559.79
1596499200.0,2020-08-04,BTCUSD,11236.39,11420,11000.79,11192.42,5522.11,61940578.47
1596412800.0,2020-08-03,BTCUSD,11071.66,11480,10933.26,11236.39,6984.67,78813104.71
1596326400.0,2020-08-02,BTCUSD,11817.49,12100,10559.59,11071.66,12656.41,142785762.42
1596240000.0,2020-08-01,BTCUSD,11356.74,11883.36,11228,11817.49,11195.81,130224577.62
1596153600.0,2020-07-31,BTCUSD,11112.12,11457.95,10973.8,11356.74,10417.51,117100831.15
1596067200.0,2020-07-30,BTCUSD,11111.17,11189,10832,11112.12,10456.85,115275100.38
1595980800.0,2020-07-29,BTCUSD,10939.27,11358.47,10855.81,11111.17,12452.86,138589548.02
1595894400.0,2020-07-28,BTCUSD,11046.19,11263.85,10583.48,10939.27,17062.37,187091285.1
1595808000.0,2020-07-27,BTCUSD,9944.65,11417.11,9933.77,11046.19,27736.83,292753089.6
1595721600.0,2020-07-26,BTCUSD,9710.98,10200,9657,9944.65,9090.21,90135501.79
1595635200.0,2020-07-25,BTCUSD,9547.91,9751.82,9532.79,9710.98,5065.45,48814031.53
1595548800.0,2020-07-24,BTCUSD,9617.2,9650.55,9474.35,9547.91,8012.91,76622832.6
1595462400.0,2020-07-23,BTCUSD,9539.51,9690,9453.38,9617.2,10413.94,99406145.74
1595376000.0,2020-07-22,BTCUSD,9391.25,9573,9280.8,9539.51,5520.76,51836755.69
1595289600.0,2020-07-21,BTCUSD,9162.43,9442.89,9152.23,9391.25,5559.47,51926108.51
1595203200.0,2020-07-20,BTCUSD,9211.99,9224.73,9128.21,9162.43,3064.81,28118444.21
1595116800.0,2020-07-19,BTCUSD,9177.43,9243.36,9106.3,9211.99,1585.4,14518309.98
1595030400.0,2020-07-18,BTCUSD,9156.5,9214.63,9122.72,9177.43,1358.29,12449177.45
1594944000.0,2020-07-17,BTCUSD,9132.87,9184.28,9073.53,9156.5,3593.5,32814246.99
1594857600.0,2020-07-16,BTCUSD,9190.07,9217.5,9026.51,9132.87,5541.85,50474457.26
1594771200.0,2020-07-15,BTCUSD,9251.59,9276.98,9153.38,9190.07,3810.05,35100830.99
1594684800.0,2020-07-14,BTCUSD,9233.1,9282.08,9095,9251.59,4479.91,41285831.29
1594598400.0,2020-07-13,BTCUSD,9306.17,9351.17,9190.49,9233.1,3875.17,35960270.75
1594512000.0,2020-07-12,BTCUSD,9238.3,9347.76,9153.48,9306.17,2037.15,18855332.75
1594425600.0,2020-07-11,BTCUSD,9283.53,9304.95,9180,9238.3,1453.17,13418262.17
1594339200.0,2020-07-10,BTCUSD,9234.9,9318.92,9053.14,9283.53,3910.33,35920454.04
1594252800.0,2020-07-09,BTCUSD,9437.16,9448.5,9157.11,9234.9,4575.45,42541096.4
1594166400.0,2020-07-08,BTCUSD,9257.16,9479.57,9228.91,9437.16,6275.55,58669357.69
1594080000.0,2020-07-07,BTCUSD,9348.22,9385.81,9201.78,9257.16,4702.83,43560405.95
1593993600.0,2020-07-06,BTCUSD,9076.82,9376.34,9060.5,9348.22,5361.35,49559304.52
1593907200.0,2020-07-05,BTCUSD,9138.52,9147.37,8905,9076.82,3067.88,27761771.27
1593820800.0,2020-07-04,BTCUSD,9063.08,9196,9045.94,9138.52,2180.37,19850822.9
1593734400.0,2020-07-03,BTCUSD,9092.92,9127.11,9027.17,9063.08,3510.0,31905807.44
1593648000.0,2020-07-02,BTCUSD,9233.38,9268.54,8939,9092.92,6866.05,62528364.8
1593561600.0,2020-07-01,BTCUSD,9132.96,9300,9089.8,9233.38,4321.57,39791807.48
1593475200.0,2020-06-30,BTCUSD,9188.88,9201.95,9060,9132.96,2781.63,25424763.41
1593388800.0,2020-06-29,BTCUSD,9118.01,9240.36,9014.92,9188.88,4942.73,45004912.08
1593302400.0,2020-06-28,BTCUSD,9009.3,9191.72,8933.06,9118.01,3231.86,29337702.62
1593216000.0,2020-06-27,BTCUSD,9158.26,9189,8830.63,9009.3,4399.68,39682291.38
1593129600.0,2020-06-26,BTCUSD,9239.48,9289.71,9024.61,9158.26,7912.38,72394589.37
1593043200.0,2020-06-25,BTCUSD,9286.06,9343.49,8989,9239.48,8701.25,80007371.47
1592956800.0,2020-06-24,BTCUSD,9622.81,9666.35,9193.99,9286.06,10072.58,94516911.2
1592870400.0,2020-06-23,BTCUSD,9683.12,9725.3,9571,9622.81,4866.11,46909443.28
1592784000.0,2020-06-22,BTCUSD,9283.03,9798.76,9267.2,9683.12,6615.65,63078286.44
1592697600.0,2020-06-21,BTCUSD,9355.46,9421.26,9271.52,9283.03,1435.21,13411174.02
1592611200.0,2020-06-20,BTCUSD,9304.32,9400,9138,9355.46,3071.79,28573341.43
1592524800.0,2020-06-19,BTCUSD,9374.78,9429.99,9225.15,9304.32,5305.91,49452467.2
1592438400.0,2020-06-18,BTCUSD,9461.29,9478.69,9250,9374.78,3997.01,37553641.92
1592352000.0,2020-06-17,BTCUSD,9530.3,9566.53,9230.32,9461.29,5902.37,55634030.64
1592265600.0,2020-06-16,BTCUSD,9435.15,9596.31,9374.9,9530.3,6864.22,65155250.36
1592179200.0,2020-06-15,BTCUSD,9329.99,9505.4,8900,9435.15,11765.11,108092261.86
1592092800.0,2020-06-14,BTCUSD,9473.46,9479.59,9235.01,9329.99,3477.25,32581551.05
1592006400.0,2020-06-13,BTCUSD,9463.07,9500,9345.71,9473.46,2938.68,27705239.61
1591920000.0,2020-06-12,BTCUSD,9264.26,9555,9230,9463.07,6934.14,65258966.27
1591833600.0,2020-06-11,BTCUSD,9894.32,9981.24,9078.91,9264.26,16389.44,156090301.99
1591747200.0,2020-06-10,BTCUSD,9776.84,10011.4,9578,9894.32,7107.2,69805944.46
1591660800.0,2020-06-09,BTCUSD,9783,9897.46,9566.81,9776.84,6922.8,67296776.41
1591574400.0,2020-06-08,BTCUSD,9750.04,9813.67,9645,9783,5379.08,52321749.26
1591488000.0,2020-06-07,BTCUSD,9669.85,9829.31,9356,9750.04,6762.65,64865372.78
1591401600.0,2020-06-06,BTCUSD,9619.99,9744.39,9525.76,9669.85,4047.27,38944240.62
1591315200.0,2020-06-05,BTCUSD,9791.92,9856.48,9592.74,9619.99,7157.37,69598704.37
1591228800.0,2020-06-04,BTCUSD,9668,9888,9430,9791.92,8957.42,86989254.71
1591142400.0,2020-06-03,BTCUSD,9525.73,9699.95,9380.99,9661.59,6928.76,66167305.9
1591056000.0,2020-06-02,BTCUSD,10203.64,10241.26,9135.68,9525.73,22725.12,222782211.57
1590969600.0,2020-06-01,BTCUSD,9446.34,10429.26,9416.5,10203.64,12109.14,119481686.45
1590883200.0,2020-05-31,BTCUSD,9705.1,9711.7,9373.96,9446.34,5698.0,54324245.54
1590796800.0,2020-05-30,BTCUSD,9421.04,9758.27,9326.28,9705.1,6781.84,64706290.97
1590710400.0,2020-05-29,BTCUSD,9581.49,9610,9330,9421.04,7114.42,67253090.51
1590624000.0,2020-05-28,BTCUSD,9210,9625.01,9105.79,9577.38,11523.41,108191478.21
1590537600.0,2020-05-27,BTCUSD,8840.91,9230.21,8810.99,9210,6867.67,62443847.94
1590451200.0,2020-05-26,BTCUSD,8903.56,9012,8690,8840.91,5923.01,52400584.28
1590364800.0,2020-05-25,BTCUSD,8718.77,8984.16,8630,8903.56,8919.92,78497049.75
1590278400.0,2020-05-24,BTCUSD,9183.46,9310.91,8669,8718.77,8855.48,79788785.68
1590192000.0,2020-05-23,BTCUSD,9171.96,9316.12,9084.83,9183.46,3477.28,31965817.4
1590105600.0,2020-05-22,BTCUSD,9062.47,9272.97,8924.91,9171.96,7261.28,66290367.84
1590019200.0,2020-05-21,BTCUSD,9516.51,9573.29,8800,9062.47,16879.83,154720870.13
1589932800.0,2020-05-20,BTCUSD,9787.65,9843.87,9100,9516.51,12351.43,118302861.45
1589846400.0,2020-05-19,BTCUSD,9721.91,9903.89,9455.05,9787.65,12149.69,117603182.46
1589760000.0,2020-05-18,BTCUSD,9665.7,9966.12,9451.2,9721.91,12362.33,120325308.22
1589673600.0,2020-05-17,BTCUSD,9389.07,9894.88,9326.53,9665.7,9515.79,92332110.81
1589587200.0,2020-05-16,BTCUSD,9306.21,9590,9216.08,9389.07,6170.1,58076014.31
1589500800.0,2020-05-15,BTCUSD,9793.5,9844.66,9112,9306.21,17324.14,164450498.65
1589414400.0,2020-05-14,BTCUSD,9315.5,9945.34,9254.85,9793.5,19936.19,192594447.17
1589328000.0,2020-05-13,BTCUSD,8825.46,9418.46,8804.47,9315.5,12762.85,116070755.77
1589241600.0,2020-05-12,BTCUSD,8571.98,8984.87,8534.97,8825.46,14010.26,123118461.28
1589155200.0,2020-05-11,BTCUSD,8731.17,9182.97,8181,8571.98,34465.19,299207513.01
1589068800.0,2020-05-10,BTCUSD,9546.56,9565.2,8109,8731.17,31639.43,274667237.43
1588982400.0,2020-05-09,BTCUSD,9801.35,9914,9515.4,9546.56,11278.63,109506263.43
1588896000.0,2020-05-08,BTCUSD,10000,10048.38,9725,9801.35,19203.48,190431352.84
1588809600.0,2020-05-07,BTCUSD,9154.32,10074,9030.03,10000,25012.9,241313478.93
1588723200.0,2020-05-06,BTCUSD,9034.85,9417.95,8921.03,9154.32,15110.94,139147123.7
1588636800.0,2020-05-05,BTCUSD,8882.87,9120,8760.1,9034.85,9592.13,85676075.46
1588550400.0,2020-05-04,BTCUSD,8915.98,8974.34,8528.42,8882.87,10018.97,87869078.41
1588464000.0,2020-05-03,BTCUSD,8983.79,9207.82,8723.78,8915.98,9218.27,82923756.88
1588377600.0,2020-05-02,BTCUSD,8832.44,9022,8760,8983.79,5524.27,49175891.32
1588291200.0,2020-05-01,BTCUSD,8627.32,9075,8616.17,8832.44,11379.69,100246596.31
1588204800.0,2020-04-30,BTCUSD,8790.32,9485.26,8407,8627.32,24057.74,214743005.89
1588118400.0,2020-04-29,BTCUSD,7767.79,8970,7717.14,8790.32,26396.1,219862359.85
1588032000.0,2020-04-28,BTCUSD,7786.41,7798.42,7650,7767.79,7248.96,55957597.43
1587945600.0,2020-04-27,BTCUSD,7701.73,7813.68,7637.03,7786.41,6878.02,53067907.41
1587859200.0,2020-04-26,BTCUSD,7547.56,7718,7485,7701.73,5247.54,39949338.76
1587772800.0,2020-04-25,BTCUSD,7505.53,7723.77,7432.8,7547.56,3800.83,28741430.1
1587686400.0,2020-04-24,BTCUSD,7484.58,7612.91,7391.57,7505.53,7357.11,55377242.13
1587600000.0,2020-04-23,BTCUSD,7137.79,7756.69,7031.07,7484.58,14779.55,109374199.45
1587513600.0,2020-04-22,BTCUSD,6854.98,7171.26,6819.59,7137.79,6273.41,44249617.74
1587427200.0,2020-04-21,BTCUSD,6841,6950.98,6774.48,6854.98,5570.96,38214451.94
1587340800.0,2020-04-20,BTCUSD,7126.4,7220,6757.75,6841,11365.01,79382776.01
1587254400.0,2020-04-19,BTCUSD,7262.26,7276.21,7057.46,7126.4,4662.19,33388014.35
1587168000.0,2020-04-18,BTCUSD,7024.19,7306.15,7020.13,7262.26,5102.5,36602893.61
1587081600.0,2020-04-17,BTCUSD,7123.05,7158.22,6995.39,7024.19,8539.62,60386632.15
1586995200.0,2020-04-16,BTCUSD,6619,7224.18,6472.67,7111.67,15726.7,109502622.67
1586908800.0,2020-04-15,BTCUSD,6879.75,6940,6598.55,6619,8109.73,54918729.97
1586822400.0,2020-04-14,BTCUSD,6864.22,6991,6766.96,6879.75,7275.69,50059446.72
1586736000.0,2020-04-13,BTCUSD,6908.24,6914.01,6542.91,6864.22,10837.57,73070898.94
1586649600.0,2020-04-12,BTCUSD,6883.18,7201.76,6790.74,6908.24,7264.52,51063776.08
1586563200.0,2020-04-11,BTCUSD,6877.03,6955.59,6771.24,6883.18,3326.67,22836390.23
1586476800.0,2020-04-10,BTCUSD,7293.93,7306.1,6750.15,6877.03,10727.87,74421521.65
1586390400.0,2020-04-09,BTCUSD,7367.36,7376.59,7107.38,7293.93,8324.92,60735239.87
1586304000.0,2020-04-08,BTCUSD,7202.73,7428.95,7152,7367.36,8720.21,63711657.24
1586217600.0,2020-04-07,BTCUSD,7352.43,7469,7077,7202.73,11669.01,85195615.03
1586131200.0,2020-04-06,BTCUSD,6775.2,7376.59,6773.75,7352.43,13683.04,97422008.84
1586044800.0,2020-04-05,BTCUSD,6879.61,6914.01,6678.51,6775.2,3981.98,27031800.42
1585958400.0,2020-04-04,BTCUSD,6742.57,7014,6655.54,6879.61,6018.52,40962523.5
1585872000.0,2020-04-03,BTCUSD,6801.99,7047.96,6610,6742.57,10570.11,72358605.3
1585785600.0,2020-04-02,BTCUSD,6652.07,7236.39,6575.13,6801.99,17212.82,117398261.41
1585699200.0,2020-04-01,BTCUSD,6421.14,6710.21,6137.71,6652.07,11319.15,71960130.69
1585612800.0,2020-03-31,BTCUSD,6407.77,6527.24,6337.42,6421.14,6342.3,40889445.98
1585526400.0,2020-03-30,BTCUSD,5870.9,6630,5856,6407.77,14974.44,94589749.29
1585440000.0,2020-03-29,BTCUSD,6253.08,6278.24,5869,5870.9,9298.94,56233063.89
1585353600.0,2020-03-28,BTCUSD,6376.03,6376.03,6030.51,6253.08,11613.49,72147462.54
1585267200.0,2020-03-27,BTCUSD,6760.72,6872.67,6210,6376.03,10816.29,71901745.73
1585180800.0,2020-03-26,BTCUSD,6692.22,6798.89,6528.07,6760.72,7393.71,49294382.86
1585094400.0,2020-03-25,BTCUSD,6768.64,6989.04,6457.17,6692.22,16675.74,111416237.44
1585008000.0,2020-03-24,BTCUSD,6493.51,6893,6400.01,6768.64,19719.09,131376646.8
1584921600.0,2020-03-23,BTCUSD,5813.15,6629.79,5686.34,6493.51,19053.8,118385188.51
1584835200.0,2020-03-22,BTCUSD,6187.78,6419,5705,5813.15,10813.38,65253784.14
1584748800.0,2020-03-21,BTCUSD,6210.14,6461.91,5866.44,6187.78,11796.73,72583889.46
1584662400.0,2020-03-20,BTCUSD,6181.18,7139,5670,6210.14,30082.5,193439601.27
1584576000.0,2020-03-19,BTCUSD,5406.92,6433.98,5266.38,6181.18,24783.73,146253518.53
1584489600.0,2020-03-18,BTCUSD,5324.99,5452.43,5006.87,5406.92,22559.23,118551265.57
1584403200.0,2020-03-17,BTCUSD,5033.42,5569.9,4936,5324.99,17517.84,93134794.19
1584316800.0,2020-03-16,BTCUSD,5343.64,5353.04,4435.89,5033.42,34905.46,170219112.51
1584230400.0,2020-03-15,BTCUSD,5169.37,5965.77,5092.34,5343.64,16589.3,89752311.59
1584144000.0,2020-03-14,BTCUSD,5622.74,5663.01,5051,5169.37,15370.87,82874138.92
1584057600.0,2020-03-13,BTCUSD,4841.67,5990.35,3850,5622.74,54419.64,284267182.43
1583971200.0,2020-03-12,BTCUSD,7934.57,7969.9,4776.59,4841.67,58513.39,360210571.57
1583884800.0,2020-03-11,BTCUSD,7885.92,7988.78,7591.99,7934.57,7289.61,56863822.03
1583798400.0,2020-03-10,BTCUSD,7936.25,8158.42,7733.99,7885.92,8274.95,65746742.7
1583712000.0,2020-03-09,BTCUSD,8033.7,8191.13,7636,7936.25,12177.39,95866831.83
1583625600.0,2020-03-08,BTCUSD,8893.93,8901.12,7995.48,8033.7,9068.89,76135548.37
1583539200.0,2020-03-07,BTCUSD,9153.79,9219.13,8859.49,8893.93,2805.59,25374792.8
1583452800.0,2020-03-06,BTCUSD,9066.65,9187.85,8990.01,9153.79,4136.42,37642647.03
1583366400.0,2020-03-05,BTCUSD,8757.79,9169,8757.79,9066.65,6448.69,58265604.82
1583280000.0,2020-03-04,BTCUSD,8755.45,8850,8663.76,8753.28,3353.23,29341557.58
1583193600.0,2020-03-03,BTCUSD,8917.34,8921.8,8660.04,8755.45,4629.97,40663925.38
1583107200.0,2020-03-02,BTCUSD,8528.95,8980.34,8486.72,8917.34,6186.86,54353354.13
1583020800.0,2020-03-01,BTCUSD,8527.74,8756.11,8410,8528.95,4156.57,35511261.83
1582934400.0,2020-02-29,BTCUSD,8703.84,8805.06,8525,8527.74,2338.07,20286638.54
1582848000.0,2020-02-28,BTCUSD,8816.5,8900.94,8421.49,8703.84,6546.98,56592181.78
1582761600.0,2020-02-27,BTCUSD,8779.36,8974.75,8520,8816.5,9273.9,81515059.44
1582675200.0,2020-02-26,BTCUSD,9305.4,9369.99,8627.78,8779.36,11564.2,103821757.03
1582588800.0,2020-02-25,BTCUSD,9652.58,9682.73,9234.21,9305.4,6280.0,59384596.89
1582502400.0,2020-02-24,BTCUSD,9965.21,10027.66,9480,9652.58,5877.01,57123425.65
1582416000.0,2020-02-23,BTCUSD,9668.13,10024.08,9664.08,9965.21,3329.22,32927432.12
1582329600.0,2020-02-22,BTCUSD,9696.13,9722.39,9568.51,9668.13,2096.56,20253010.07
1582243200.0,2020-02-21,BTCUSD,9612.76,9773.2,9562.6,9696.13,4271.47,41404137.04
1582156800.0,2020-02-20,BTCUSD,9595.72,9706.27,9396.91,9612.76,6608.49,63258478.74
1582070400.0,2020-02-19,BTCUSD,10185.17,10300,9312,9595.72,9936.82,98785031.86
1581984000.0,2020-02-18,BTCUSD,9697.15,10288,9602.6,10185.17,6754.35,67153716.79
1581897600.0,2020-02-17,BTCUSD,9912.89,9973.45,9467.57,9697.15,5913.2,57252913.03
1581811200.0,2020-02-16,BTCUSD,9899.78,10051.24,9598.49,9912.89,4133.48,40778597.95
1581724800.0,2020-02-15,BTCUSD,10364.04,10408.04,9739,9899.78,5762.31,57929002.53
1581638400.0,2020-02-14,BTCUSD,10228.67,10398,10093.26,10364.04,6190.38,63465786.55
1581552000.0,2020-02-13,BTCUSD,10348.78,10500.5,10068,10228.67,9347.45,95971600.41
1581465600.0,2020-02-12,BTCUSD,10268.98,10495,10247.35,10348.78,6553.41,67795650.93
1581379200.0,2020-02-11,BTCUSD,9850.01,10383.9,9706.94,10268.98,8127.6,81821348.98
1581292800.0,2020-02-10,BTCUSD,10173.97,10199.85,9731.2,9850.01,7560.67,74963300.95
1581206400.0,2020-02-09,BTCUSD,9902,10178.54,9885.04,10173.97,4830.34,48619500.95
1581120000.0,2020-02-08,BTCUSD,9803.42,9948.97,9658.58,9902,3268.74,32063962.56
1581033600.0,2020-02-07,BTCUSD,9754.63,9878,9706.94,9803.42,4013.49,39274637.38
1580947200.0,2020-02-06,BTCUSD,9618.42,9859.57,9521,9754.63,7554.49,73394159.76
1580860800.0,2020-02-05,BTCUSD,9159.37,9775,9142.52,9618.42,8063.97,76512667.13
1580774400.0,2020-02-04,BTCUSD,9288.09,9348.6,9075,9159.37,4867.23,44773399.1
1580688000.0,2020-02-03,BTCUSD,9329.39,9615,9211.07,9288.09,4758.13,44541630.34
1580601600.0,2020-02-02,BTCUSD,9377.17,9474.28,9135,9329.39,3015.79,28176260.6
1580515200.0,2020-02-01,BTCUSD,9327.85,9464.16,9280.33,9377.17,1669.0,15647313.66
1580428800.0,2020-01-31,BTCUSD,9500,9529.35,9195.93,9327.85,5009.62,46781868.72
